f,i0,i1,i2
3753,2446,522,2447
3754,522,2446,2488
3755,583,5053,5054
3756,424,2360,6922
3757,1034,1036,6977
3758,220,206,1948
3759,2643,645,4281
3760,1442,1438,6037
3761,1016,1009,6814
3762,400,2211,2226
3763,705,2867,2868
3764,3527,5460,5899
3765,4927,5800,6111
3766,3441,1013,3462
3767,2053,2921,6916
3768,40,55,1604
3769,874,7621,7624
3770,4739,172,4740
3771,445,439,501
3772,501,439,4243
3773,5537,6446,6453
3774,5462,3532,5893
3775,218,1945,4190
3776,480,2309,2410
3777,407,2268,2324
3778,3057,5230,6291
3779,2973,2954,5192
3780,5819,643,6220
3781,643,6219,6220
3782,5627,3843,5629
3783,2340,445,2349
3784,409,2280,4916
3785,6395,1008,6404
3786,6404,1008,6413
3787,4554,3794,6062
3788,879,3168,3229
3789,1059,3540,5467
3790,3030,4354,5846
3791,1122,1123,3716
3792,3144,882,3180
3793,878,1420,3194
3794,599,2578,2588
3795,3744,5569,6083
3796,536,2524,7023
3797,2639,2610,5052
3798,1045,1069,6823
3799,2826,690,4305
3800,2144,304,4211
3801,4464,1012,5891
3802,3271,3306,5339
3803,6144,992,6360
3804,3309,910,6792
3805,3741,1149,5581
3806,853,3972,4104
3807,625,635,2690
3808,3993,1362,6892
3809,3272,3293,3294
3810,3058,5851,6601
3811,4425,958,5379
3812,1895,1861,4761
3813,1770,114,6013
3814,3226,3220,7834
3815,3711,3725,4531
3816,4327,2928,4330
3817,2008,2009,4814
3818,1238,4607,5957
3819,5853,898,6602
3820,611,2705,2706
3821,6182,1473,6716
3822,5053,2642,5054
3823,2523,544,6937
3824,6265,843,6756
3825,6756,843,6954
3826,2089,2129,5796
3827,3130,3117,3136
3828,907,3229,5277
3829,4375,907,5277
3830,3073,4361,6599
3831,2836,723,2837
3832,3664,3652,4512
3833,4220,5799,6580
3834,3762,3754,4551
3835,4007,5738,6877
3836,1038,1025,6809
3837,5446,6399,6812
3838,6407,5458,6615
3839,3417,6360,6378
3840,710,723,2796
3841,2134,2274,2360
3842,50,1592,4661
3843,4529,5552,5925
3844,3142,875,3163
3845,6171,587,6583
3846,587,6171,6711
3847,5830,5824,6746
3848,3934,2385,4949
3849,1723,1735,1736
3850,3360,962,5367
3851,4800,234,6052
3852,205,1974,2406
3853,3506,1039,6411
3854,6329,923,6605
3855,1577,4058,4118
3856,3794,5589,6482
3857,761,2854,2872
3858,411,2212,2253
3859,1222,6561,6877
3860,857,3071,5224
3861,2832,698,6747
3862,109,134,1818
3863,1818,134,3723
3864,2945,2909,5179
3865,1554,25,1555
3866,1936,4176,4786
3867,1588,1627,4123
3868,5341,948,5344
3869,2920,4326,5169
3870,4403,953,5331
3871,953,4404,5331
3872,2205,1850,4755
3873,1850,4159,4755
3874,4187,3901,6658
3875,5241,5229,6758
3876,986,3473,3478
3877,129,1749,4705
3878,2321,409,4916
3879,2404,479,2405
3880,2405,479,2410
3881,1507,1509,6629
3882,4309,7038,7070
3883,5530,5518,6833
3884,2312,1394,3962
3885,5587,1159,5595
3886,3523,3524,4462
3887,3247,891,4395
3888,740,2953,2962
3889,734,2935,5155
3890,487,512,6702
3891,2472,487,6702
3892,1918,255,1973
3893,2449,4248,4978
3894,455,6929,7015
3895,5060,2580,6186
3896,3118,3119,5857
3897,508,498,2444
3898,498,1268,2444
3899,1501,1502,5619
3900,2882,2816,5128
3901,1893,1926,4779
3902,421,436,2315
3903,6968,888,7040
3904,7018,1490,7020
3905,5475,3556,6417
3906,463,2418,4965
3907,1323,764,4331
3908,2757,2783,7589
3909,1417,2383,3927
3910,2991,823,3636
3911,796,3033,5836
3912,245,273,1299
3913,2110,305,2111
3914,3895,3873,3913
3915,3938,1205,5700
3916,301,330,2037
3917,3344,3909,6091
3918,2156,428,4868
3919,2397,2415,4964
3920,2415,2426,4964
3921,2081,271,6668
3922,1410,462,4239
3923,462,4235,4239
3924,2341,480,4977
3925,480,2410,4977
3926,132,1789,4163
3927,447,2370,6697
3928,2430,501,2476
3929,501,2437,2476
3930,3823,4581,5947
3931,2767,2768,4293
3932,455,1394,7016
3933,6929,455,7016
3934,984,3387,5384
3935,481,2424,6936
3936,4010,1976,4185
3937,6263,7853,7892
3938,1022,5439,6396
3939,3246,4400,5866
3940,776,2956,5174
3941,1975,248,1978
3942,3924,5722,6547
3943,2040,1299,2921
3944,2464,2446,4985
3945,4196,2069,4835
3946,540,1357,2502
3947,2501,540,2502
3948,7776,1486,7777
3949,4731,6017,6647
3950,581,4266,5809
3951,3494,3514,4453
3952,1013,3484,4456
3953,4851,2098,6081
3954,280,2070,2077
3955,349,6669,6670
3956,3403,989,5391
3957,1647,94,1649
3958,1493,85,1649
3959,2171,333,6093
3960,650,663,2798
3961,529,528,2494
3962,3799,5590,6485
3963,4970,2431,6135
3964,370,2173,2186
3965,473,2372,2441
3966,2398,2446,2447
3967,3304,949,7042
3968,3184,6777,6963
3969,4023,2364,4944
3970,4689,1725,4701
3971,181,196,1829
3972,888,3166,5264
3973,2523,6937,7023
3974,4897,357,6103
3975,3911,2257,4223
3976,3154,866,6293
3977,749,2952,2953
3978,2111,2112,2113
3979,72,1656,4684
3980,2397,2378,6127
3981,1946,1948,1981
3982,2135,2141,4207
3983,4604,3961,5717
3984,359,2161,2176
3985,4159,1869,4766
3986,7587,6739,7908
3987,2887,749,2913
3988,2310,1384,3983
3989,1748,5954,6012
3990,416,2293,2310
3991,416,2310,3983
3992,4265,575,6186
3993,575,5060,6186
3994,3335,3357,4414
3995,3270,3258,5318
3996,655,2694,2713
3997,301,2051,3937
3998,360,320,2164
3999,2438,496,2439
4000,2439,496,2478
4001,2408,2438,2439
4002,1453,1769,3039
4003,2770,2769,5113
4004,4546,5574,5932
4005,1819,4167,5783
4006,2403,2402,4242
4007,1795,4731,6905
4008,1346,860,3103
4009,2510,543,5006
4010,333,313,6072
4011,4922,405,4932
4012,2259,355,4215
4013,2561,2563,4260
4014,2977,789,3092
4015,4468,4469,5464
4016,6082,2153,6093
4017,5464,1038,6393
4018,538,526,5012
4019,3476,1021,3517
4020,85,113,1723
4021,1688,110,1692
4022,1463,520,2481
4023,2481,520,2487
4024,2990,1274,3193
4025,5909,3576,6422
4026,2500,2494,4997
4027,2500,4997,6148
4028,4867,2237,4900
4029,1014,3526,5442
4030,99,1717,1718
4031,518,507,2501
4032,507,2451,2501
4033,4466,3533,5475
4034,2463,2470,6149
4035,1203,1204,3918
4036,1204,1203,6864
4037,61,78,1634
4038,5187,788,5216
4039,2205,4889,6034
4040,2219,1416,3911
4041,4141,1361,5067
4042,561,529,4996
4043,5051,2638,6713
4044,618,653,2650
4045,2650,653,2651
4046,1860,176,1861
4047,1560,46,1571
4048,856,3130,3136
4049,1460,1564,3872
4050,695,2773,2824
4051,1578,875,2050
4052,2267,2303,4928
4053,2511,2533,5003
4054,3219,902,6319
4055,3670,3648,4507
4056,527,522,564
4057,564,522,2516
4058,2008,248,2009
4059,4640,1550,5977
4060,1094,3653,6451
4061,820,828,1403
4062,4220,2236,4227
4063,2077,2070,6666
4064,596,603,6181
4065,596,6181,6715
4066,3620,3616,5512
4067,483,2345,2346
4068,2709,641,5091
4069,3004,3012,4343
4070,127,1644,4664
4071,606,1260,2616
4072,2615,606,2616
4073,2128,2174,4205
4074,4559,3787,5941
4075,5815,4283,6585
4076,1658,588,2616
4077,588,2602,2616
4078,2290,4909,4922
4079,3686,3685,4525
4080,1300,2050,3194
4081,4219,2298,4926
4082,224,4825,6071
4083,2159,366,6106
4084,417,2266,2290
4085,3470,3492,3493
4086,1173,3814,5608
4087,3213,895,3224
4088,3562,5481,5910
4089,4798,256,4820
4090,744,767,2898
4091,26,5964,6998
4092,550,2485,2503
4093,550,2503,2541
4094,277,2056,2098
4095,2486,489,6710
4096,528,529,2559
4097,568,529,2550
4098,529,568,2559
4099,2017,1976,4798
4100,5145,2844,6221
4101,2454,542,2539
4102,2539,542,2543
4103,386,2227,2247
4104,10,1528,1546
4105,595,7022,7061
4106,3591,1063,6821
4107,1529,7001,7052
4108,1389,1314,1912
4109,3376,973,3379
4110,2581,555,2605
4111,2605,555,2640
4112,3153,868,3894
4113,6740,662,7810
4114,568,2550,6943
4115,616,2638,5051
4116,6043,5632,6655
4117,4594,1221,5720
4118,5274,5268,6289
4119,3490,1012,4464
4120,894,869,4385
4121,4512,6838,6839
4122,1904,193,4783
4123,3592,1048,4095
4124,3773,3780,4556
4125,1321,951,5359
4126,5904,4480,6417
4127,2483,2520,4252
4128,3507,3506,6817
4129,862,3101,3102
4130,5477,4465,6980
4131,1355,576,2553
4132,1020,3506,3507
4133,572,2527,2528
4134,2527,572,2561
4135,2504,4976,6695
4136,4976,6138,6695
4137,3521,3520,5456
4138,1439,5078,6165
4139,2286,433,2330
4140,4584,1157,5622
4141,3101,1307,5250
4142,3196,1306,3936
4143,1206,4592,6865
4144,3681,3683,6446
4145,1873,4762,6032
4146,6277,3060,7892
4147,805,5250,6288
4148,468,447,6697
4149,2175,364,4877
4150,5543,4523,6446
4151,530,511,2569
4152,530,2569,2573
4153,3728,4540,6468
4154,6940,2607,7025
4155,39,27,1580
4156,1181,1184,4575
4157,2517,2527,5808
4158,2527,4260,5808
4159,2699,627,5080
4160,1465,1490,7018
4161,1465,7018,7019
4162,620,1387,1411
4163,2492,541,2506
4164,1877,1760,4772
4165,177,193,1904
4166,2069,4851,6072
4167,4450,1015,5888
4168,6996,587,7050
4169,7050,587,7073
4170,2525,2560,5028
4171,7066,610,7082
4172,3827,5617,6058
4173,6347,3319,6792
4174,605,579,1349
4175,579,605,2585
4176,2193,2197,4213
4177,2929,2927,6592
4178,731,678,4307
4179,3825,3827,6505
4180,3816,3832,4582
4181,3564,3549,4479
4182,1885,2376,6037
4183,2376,3887,6037
4184,618,1349,1424
4185,618,1424,2641
4186,2296,2314,4934
4187,3781,3761,5578
4188,689,6948,7031
4189,1669,1629,4687
4190,1789,1303,1792
4191,553,4267,5810
4192,5028,553,5810
4193,2597,2589,5032
4194,4320,2931,5175
4195,2589,4267,5032
4196,5119,2748,6201
4197,1973,255,5729
4198,4019,1220,5741
4199,6269,3055,6277
4200,3517,3515,3530
4201,3554,3541,5476
4202,5203,3022,5214
4203,438,415,4902
4204,4335,6594,6888
4205,4264,2608,7083
4206,590,608,1344
4207,608,590,2600
4208,2534,595,2594
4209,2637,598,7094
4210,1871,1870,4769
4211,2234,401,2285
4212,620,607,2674
4213,2276,1436,4000
4214,181,1829,1843
4215,4321,2917,5167
4216,2775,5110,5117
4217,2335,437,4928
4218,1009,1016,5428
4219,863,5266,5859
4220,7588,637,7589
4221,338,2154,4861
4222,879,3229,4397
4223,3551,3547,6614
4224,4312,793,6249
4225,6271,837,6279
4226,2114,4208,6920
4227,6151,2505,6154
4228,4444,3440,5410
4229,2556,622,5043
4230,1900,179,1913
4231,1084,6454,6456
4232,6325,3257,6330
4233,2844,2831,6740
4234,3346,3356,6800
4235,653,2682,2690
4236,529,2494,2500
4237,529,2500,4996
4238,2260,422,2261
4239,594,2610,2639
4240,594,2639,5051
4241,2952,789,2953
4242,3602,5909,6422
4243,437,2223,2267
4244,3525,7088,7098
4245,394,4225,4914
4246,379,2185,4214
4247,1412,2717,3130
4248,3491,5470,6807
4249,612,584,2637
4250,5237,839,5253
4251,17,22,4635
4252,2591,598,2609
4253,2609,598,2637
4254,1398,2273,4912
4255,590,7066,7083
4256,5225,848,6276
4257,1614,1648,4131
4258,2126,337,2568
4259,639,643,2674
4260,2485,550,6162
4261,550,5014,6162
4262,78,61,1628
4263,2240,2157,4868
4264,643,639,6589
4265,596,599,2633
4266,2633,599,2644
4267,285,332,2080
4268,603,596,2633
4269,603,2633,2644
4270,640,659,2677
4271,605,618,2650
4272,605,2650,5057
4273,3447,1005,5426
4274,2571,585,2598
4275,2598,585,2649
4276,2906,2879,2930
4277,2789,2813,5821
4278,2813,2806,5821
4279,614,2677,2688
4280,2683,614,2688
4281,2252,422,4222
4282,3055,3060,6277
4283,2313,385,4934
4284,4291,5818,6587
4285,143,3915,4730
4286,1399,3972,5226
4287,672,2832,2870
4288,487,2374,7019
4289,2325,4219,4926
4290,557,581,2584
4291,581,557,4266
4292,2658,2580,5060
4293,55,1601,4129
4294,2197,2258,4215
4295,1260,606,2684
4296,74,1705,4677
4297,3298,933,5336
4298,1004,3434,3472
4299,2989,800,5204
4300,308,2031,2090
4301,2807,690,2826
4302,5479,7071,7088
4303,7623,874,7624
4304,2953,789,2977
4305,601,2646,2662
4306,601,2662,2670
4307,2831,2802,6740
4308,3164,3169,7623
4309,2788,2547,3835
4310,2129,4209,5795
4311,3247,3249,4394
4312,1665,1666,4134
4313,1157,3801,5597
4314,1713,2672,5066
4315,4775,1885,6037
4316,658,4289,5102
4317,4600,4038,5766
4318,1333,709,2799
4319,723,4322,5153
4320,2243,438,4902
4321,621,592,2605
4322,592,621,2681
4323,2365,455,2372
4324,3375,4426,5880
4325,4259,5000,5806
4326,3220,6782,7834
4327,2434,2463,4246
4328,2595,2587,5031
4329,6207,5109,6737
4330,4003,3991,6550
4331,3900,505,5680
4332,1234,4051,4052
4333,673,2728,2729
4334,4710,106,6008
4335,3520,1025,5455
4336,2012,1973,5729
4337,1614,1615,5987
4338,887,892,1440
4339,4637,1543,5976
4340,612,2663,5064
4341,697,2727,5090
4342,2727,1333,5090
4343,255,1917,1922
4344,4762,6021,6032
4345,4608,4069,4611
4346,106,1682,6644
4347,851,5205,6262
4348,5205,851,6273
4349,3951,1252,5005
4350,660,2761,5108
4351,3948,1196,5690
4352,3660,1120,3690
4353,2426,2429,6124
4354,2889,5181,6236
4355,1033,3517,3530
4356,2793,721,5133
4357,721,2838,5133
4358,813,5832,5838
4359,2747,4291,6587
4360,147,157,1786
4361,1890,1979,1980
4362,658,2747,6587
4363,415,2309,4920
4364,1250,1247,4086
4365,97,1686,6006
4366,3876,3886,3891
4367,1017,5884,6386
4368,1033,1049,3518
4369,2560,2559,7762
4370,2559,7760,7762
4371,4277,603,4278
4372,3002,797,4341
4373,2690,635,2724
4374,1800,4730,5780
4375,862,3102,3141
4376,1895,1904,1915
4377,4225,2277,4914
4378,1630,1624,4669
4379,3826,1171,3827
4380,552,2562,7017
4381,727,2879,5162
4382,686,652,2752
4383,1306,1421,3936
4384,921,3310,5342
4385,631,2655,4279
4386,3761,1145,4548
4387,418,2314,4925
4388,1392,789,2952
4389,5351,3367,5374
4390,6121,402,6687
4391,2240,428,4917
4392,2694,647,5107
4393,647,5104,5107
4394,732,2779,2812
4395,2794,2774,5115
4396,2698,2688,5083
4397,3769,1153,5594
4398,1857,1897,4163
4399,4526,4510,5922
4400,5097,5125,6735
4401,1673,1688,1692
4402,2586,586,2623
4403,3534,4468,5463
4404,5042,570,6176
4405,2725,2712,6733
4406,575,5089,6197
4407,457,418,2418
4408,637,2757,7589
4409,4223,2257,4906
4410,882,3191,4382
4411,1453,1750,6029
4412,3948,3920,5708
4413,4585,3861,5631
4414,2615,2593,2626
4415,3204,3186,6764
4416,49,1576,4117
4417,260,4186,4808
4418,4140,1734,4706
4419,177,1895,4761
4420,790,3008,3013
4421,217,231,1960
4422,231,217,2734
4423,2547,2600,2601
4424,1954,217,1960
4425,4421,3368,5379
4426,1807,1771,4733
4427,6729,661,6944
4428,3423,989,5420
4429,3470,3463,5431
4430,2666,650,2685
4431,1435,3971,6547
4432,4297,2812,5124
4433,173,1812,1864
4434,94,1611,5998
4435,2011,245,4815
4436,3845,3846,6499
4437,2694,5107,6947
4438,3772,4556,5583
4439,3454,3448,5421
4440,2340,2308,4232
4441,2853,731,4307
4442,3669,1096,6447
4443,866,6292,6295
4444,3293,921,5342
4445,3949,3755,4590
4446,512,487,7019
4447,3893,3896,5673
4448,2783,2757,5100
4449,3051,3071,4360
4450,3071,857,6761
4451,885,3147,3148
4452,5125,6216,6735
4453,776,3034,3235
4454,5070,658,6589
4455,735,4313,6227
4456,842,3086,3105
4457,5818,675,6588
4458,675,6202,6588
4459,3241,3243,5313
4460,687,4306,5119
4461,1408,517,3966
4462,2748,5097,6735
4463,269,2094,7746
4464,1012,6415,6819
4465,5121,2774,6211
4466,2752,5098,5124
4467,4521,3678,5919
4468,337,2161,2568
4469,2794,2798,6212
4470,3367,944,4419
4471,1734,1743,4706
4472,1674,1640,1675
4473,3083,4088,5760
4474,726,714,2817
4475,1042,3520,6418
4476,1416,360,2187
4477,1025,1038,5455
4478,2958,715,4314
4479,773,2982,2983
4480,2775,2817,5116
4481,7589,2783,7590
4482,775,2878,5186
4483,999,4451,5435
4484,4193,2063,6661
4485,263,284,6075
4486,4316,2895,5141
4487,4289,2765,5102
4488,4534,6469,6845
4489,604,2536,2548
4490,4015,486,4064
4491,711,2762,5109
4492,2848,685,2851
4493,586,605,5057
4494,6296,3144,7944
4495,1094,3622,4009
4496,1766,196,1845
4497,2703,2736,4287
4498,3708,3713,3732
4499,5173,6244,6595
4500,840,844,4363
4501,2797,2801,6210
4502,1367,1411,1425
4503,95,77,4689
4504,5380,4424,6143
4505,1797,1744,4727
4506,2432,2347,4244
4507,582,2546,2574
4508,5845,5228,6270
4509,676,2787,6745
4510,525,2347,5805
4511,752,4314,4315
4512,5799,4898,6104
4513,1977,210,1995
4514,3953,1215,3978
4515,2450,523,2451
4516,3367,959,5374
4517,2553,576,2574
4518,1566,4645,5980
4519,2647,2990,6184
4520,1245,1234,4086
4521,4081,1245,4086
4522,4297,5124,6215
4523,1172,6655,6908
4524,4858,325,4862
4525,4030,1319,4824
4526,181,1843,1863
4527,3865,3854,5638
4528,560,5814,7089
4529,258,1906,1978
4530,109,159,1763
4531,1325,4066,5822
4532,814,3035,3999
4533,4428,3402,5390
4534,802,758,2906
4535,4353,5228,5845
4536,5344,3329,5353
4537,6771,824,6960
4538,627,2663,2664
4539,1076,3585,3586
4540,5439,3546,6403
4541,6454,5921,6620
4542,1327,4021,6592
4543,1840,1839,4747
4544,2236,2146,4900
4545,726,2775,2816
4546,1592,50,1593
4547,45,1556,1570
4548,533,2477,2518
4549,1018,1007,3474
4550,714,726,2877
4551,2877,726,7143
4552,714,732,2812
4553,4209,2190,5795
4554,1233,4604,6545
4555,5489,1059,6430
4556,528,515,2494
4557,629,2726,2820
4558,629,2820,2821
4559,3656,1104,3657
4560,1789,1857,4163
4561,1786,157,1790
4562,2173,2128,4860
4563,5821,2806,6216
4564,5649,6519,6988
4565,705,2868,5151
4566,4430,3412,6797
4567,1264,1405,4107
4568,3102,803,3131
4569,573,4274,5813
4570,2759,702,2825
4571,2825,702,2829
4572,6225,6221,6740
4573,4318,2896,5180
4574,3959,5713,6108
4575,354,2143,3461
4576,973,3333,3352
4577,2457,527,2458
4578,4422,5876,6794
4579,1489,2036,2198
4580,2871,5150,7087
4581,711,698,2791
4582,698,711,2835
4583,2791,698,2832
4584,2762,711,2791
4585,1180,1259,1475
4586,311,349,6670
4587,6221,2844,6740
4588,3533,3556,5475
4589,180,168,6651
4590,5239,824,6275
4591,5228,4353,6278
4592,5005,481,6157
4593,840,4364,5241
4594,3181,3147,3189
4595,5098,2862,6588
4596,1169,3811,5604
4597,5098,6202,6215
4598,2956,776,3235
4599,99,103,1701
4600,5140,702,6228
4601,1727,1756,4142
4602,2787,2803,6745
4603,526,538,4978
4604,1738,1761,4147
4605,6101,400,6678
4606,6360,992,6378
4607,475,2447,2457
4608,2402,501,2430
4609,752,2891,4318
4610,1172,3837,6043
4611,769,2943,2958
4612,697,762,2820
4613,762,697,2850
4614,1274,1421,3193
4615,277,267,2047
4616,2424,2411,6936
4617,5160,2093,6229
4618,2971,5191,6253
4619,3777,3762,4551
4620,2823,750,5161
4621,1080,3664,4519
4622,692,696,2872
4623,6547,3971,6557
4624,1302,1809,4154
4625,761,738,2897
4626,761,2897,2898
4627,8,1511,4623
4628,1315,427,2254
4629,2950,747,5178
4630,736,1298,2839
4631,2833,2861,6230
4632,2861,2844,6230
4633,5536,3675,6839
4634,713,705,2785
4635,705,713,2867
4636,713,2785,2805
4637,687,2806,6218
4638,4306,687,6218
4639,2854,692,2872
4640,738,761,5152
4641,967,974,6383
4642,4286,2732,5105
4643,3230,901,3236
4644,2146,2114,4856
4645,3177,891,5292
4646,3529,4467,5895
4647,3276,933,3298
4648,788,2964,2985
4649,2917,2978,4336
4650,2978,2986,4336
4651,4629,1522,5972
4652,5948,3819,6496
4653,3466,1016,3503
4654,2873,743,2874
4655,743,2873,2877
4656,714,2873,2874
4657,2873,714,2877
4658,732,714,2874
4659,898,893,3209
4660,921,924,3310
4661,3310,3308,5341
4662,184,209,1887
4663,3296,5347,6331
4664,127,1648,1685
4665,3351,3350,5362
4666,4551,1138,4557
4667,107,1752,4712
4668,666,2742,5106
4669,2897,738,2912
4670,1285,684,2808
4671,2950,769,2951
4672,2951,769,2958
4673,397,2233,7100
4674,671,6944,7028
4675,160,1780,4743
4676,2429,2428,4967
4677,420,2330,2345
4678,880,5291,5295
4679,2063,283,6661
4680,6565,1231,6993
4681,3535,3529,7043
4682,562,1313,5027
4683,4330,2943,5190
4684,750,2823,5121
4685,1819,1807,1820
4686,2943,769,5190
4687,726,2816,7142
4688,2368,4946,6121
4689,708,2898,5158
4690,6555,1227,6563
4691,3428,984,3436
4692,3748,3749,5569
4693,5560,3684,6469
4694,2581,556,7017
4695,132,1303,1789
4696,6501,1177,6521
4697,441,2270,4910
4698,2734,217,4776
4699,1054,4479,5473
4700,982,978,4433
4701,747,2896,4313
4702,3438,994,6801
4703,2165,353,2208
4704,1157,5597,6485
4705,2897,744,2898
4706,744,2897,2912
4707,978,3398,4433
4708,3920,5672,5691
4709,2076,2128,4205
4710,1027,5441,6612
4711,3332,1321,4094
4712,1321,3339,4094
4713,942,906,3225
4714,818,3020,3042
4715,3133,835,4371
4716,427,454,2337
4717,763,5166,6237
4718,212,1900,1913
4719,1092,3590,3616
4720,5454,6976,7044
4721,1477,892,6889
4722,2572,2571,5017
4723,4367,803,5852
4724,2910,6254,6888
4725,820,1481,3019
4726,6089,288,6674
4727,2794,5115,7081
4728,950,3315,3341
4729,2946,1323,4331
4730,1461,872,3153
4731,4720,1807,4732
4732,1682,1711,1712
4733,3778,1164,4564
4734,1319,2026,4195
4735,5302,5276,6302
4736,1116,3719,4534
4737,3490,4464,6396
4738,389,3911,4223
4739,3590,1092,4485
4740,861,3155,7034
4741,6788,895,6969
4742,1570,1607,1608
4743,1771,1807,4720
4744,1656,72,1687
4745,1001,3457,3464
4746,1464,447,4940
4747,2749,673,2781
4748,4566,3759,5594
4749,2943,715,2958
4750,307,363,2167
4751,3123,5255,5257
4752,994,3431,5403
4753,3054,4349,5226
4754,1432,760,2940
4755,759,780,1261
4756,780,759,2937
4757,759,1289,1432
4758,759,1432,2940
4759,6611,3582,6821
4760,3528,1037,5461
4761,1769,152,1770
4762,2880,737,2941
4763,2934,771,2945
4764,5196,5199,6260
4765,1298,736,3930
4766,5983,4323,6951
4767,2998,2999,5200
4768,5525,4515,6447
4769,447,407,2370
4770,459,2380,2438
4771,3382,998,3410
4772,3417,3397,6360
4773,963,3358,3372
4774,2829,2853,4307
4775,1553,1538,6628
4776,1897,1857,6657
4777,1573,4674,5993
4778,3788,3764,6481
4779,140,1504,6881
4780,173,232,1906
4781,1511,4617,4619
4782,617,6941,7026
4783,858,6773,6961
4784,478,3934,4949
4785,2847,2858,4313
4786,2858,747,4313
4787,1009,5449,6102
4788,1554,1555,4643
4789,1581,1484,2055
4790,1901,218,1942
4791,1300,1305,2050
4792,1659,1655,6001
4793,799,1323,5201
4794,5200,799,5201
4795,3340,935,4413
4796,1316,4032,7005
4797,1594,1480,3159
4798,3380,3402,4428
4799,580,4264,5022
4800,3893,5674,5676
4801,380,2191,2250
4802,3409,3440,5411
4803,3405,3408,5886
4804,944,4408,4412
4805,553,2560,7762
4806,7760,553,7762
4807,1832,1869,4767
4808,721,753,754
4809,114,4708,6880
4810,668,2818,2819
4811,3363,1281,6568
4812,791,2973,3009
4813,3008,791,3009
4814,5470,6392,6807
4815,1181,3829,3862
4816,875,878,3194
4817,2050,875,3194
4818,912,3233,4392
4819,2314,2296,4925
4820,4342,5231,6266
4821,834,1256,3072
4822,821,831,1358
4823,831,821,3094
4824,40,1583,1601
4825,1583,40,4652
4826,5081,647,6185
4827,6185,647,6718
4828,3256,915,5317
4829,968,957,6363
4830,1215,1211,3978
4831,3674,4518,5537
4832,1475,1169,6517
4833,1615,1614,4131
4834,5841,6264,6755
4835,1074,3612,3623
4836,25,1554,4639
4837,3582,3579,4482
4838,1617,7002,7053
4839,2514,5005,6157
4840,4264,577,5025
4841,3576,6420,6422
4842,883,2297,3149
4843,3987,5727,6528
4844,99,1294,1681
4845,5894,3579,6611
4846,1779,152,6025
4847,1,1518,4619
4848,135,1772,4718
4849,4227,2235,4898
4850,622,2660,5043
4851,2318,2337,4231
4852,1073,3563,4486
4853,3582,1073,4486
4854,3532,4465,5893
