f,i0,i1,i2
10953,4814,269,7746
10954,2099,314,2150
10955,1631,83,1642
10956,4834,275,6075
10957,1787,1304,4119
10958,2664,2663,5050
10959,3382,5395,6367
10960,954,3372,4423
10961,954,3371,3372
10962,3371,954,6368
10963,994,5403,6371
10964,994,6371,6801
10965,396,382,399
10966,5273,5280,7036
10967,876,4368,4369
10968,1000,1450,6117
10969,1000,6117,6375
10970,1223,3963,3977
10971,665,2793,6742
10972,2885,730,2888
10973,3091,889,5293
10974,103,99,1671
10975,2845,2885,2888
10976,3977,3963,5719
10977,3963,4591,5719
10978,1937,1332,4010
10979,1355,2553,6748
10980,1917,180,1922
10981,2141,315,3897
10982,2186,2202,2203
10983,1933,1852,4173
10984,6384,1009,6805
10985,5425,1017,6401
10986,6401,1017,6806
10987,1031,3524,7098
10988,30,20,1552
10989,5913,6619,6620
10990,2619,621,2640
10991,2893,2894,5157
10992,932,3318,5325
10993,2280,2279,4916
10994,4467,3535,5476
10995,3208,5297,5301
10996,1884,1864,4763
10997,2150,314,2180
10998,1273,771,2933
10999,5429,1002,6388
11000,1002,5429,6389
11001,691,2815,2835
11002,1810,1505,2911
11003,6471,6625,6847
11004,1040,1008,3478
11005,3857,5639,6506
11006,6506,5639,7047
11007,3056,4362,5845
11008,422,2134,2272
11009,1938,575,5061
11010,3109,808,3114
11011,3061,3081,5243
11012,169,1506,4075
11013,2558,2570,6161
11014,5436,5433,6809
11015,2866,739,5142
11016,2582,565,2583
11017,3094,4365,5256
11018,3995,6539,6563
11019,5168,2917,6234
11020,323,362,2146
11021,4785,191,6044
11022,5452,3489,6404
11023,5452,6404,6413
11024,5291,3195,5295
11025,1039,5466,6411
11026,3509,3544,5451
11027,3509,5451,6409
11028,3146,3145,5859
11029,3489,6395,6404
11030,760,2932,6245
11031,3225,3216,6604
11032,3061,810,3076
11033,217,1878,4776
11034,1040,6392,6414
11035,6392,1040,6415
11036,3311,3310,3317
11037,3075,825,4361
11038,3042,3020,5850
11039,5907,6617,6824
11040,1428,1849,6652
11041,3349,944,4412
11042,2157,2156,4868
11043,683,684,1285
11044,4172,210,5786
11045,1438,1442,5681
11046,5954,138,6012
11047,1057,6815,6891
11048,2176,2175,4877
11049,1450,3988,5414
11050,3132,6290,6772
11051,1765,158,1803
11052,4295,671,7028
11053,492,2321,4229
11054,1965,210,1977
11055,1965,1977,4184
11056,260,4184,4186
11057,1604,55,1625
11058,878,5272,6969
11059,5486,1046,5504
11060,5504,1046,6426
11061,1150,3781,5578
11062,4626,1468,5968
11063,624,602,2634
11064,1148,5928,6621
11065,5782,4766,6033
11066,153,1856,4757
11067,622,2557,2563
11068,3596,3609,4489
11069,3321,3339,4413
11070,6124,4968,6134
11071,1533,11,4628
11072,1080,5502,5908
11073,1080,5908,6435
11074,4162,1854,4760
11075,884,6788,6969
11076,1076,3573,3585
11077,870,3129,6500
11078,1370,1339,4982
11079,3591,3590,5492
11080,5580,1143,5591
11081,3394,3362,6150
11082,1920,1901,1942
11083,1877,1900,1901
11084,2466,2421,7021
11085,2732,666,2760
11086,2049,273,2085
11087,3440,1002,6389
11088,843,5252,6291
11089,1299,2049,2921
11090,62,1624,1630
11091,1589,4124,4656
11092,3206,3209,6790
11093,1203,1197,3905
11094,2705,611,2744
11095,3200,1068,3607
11096,3607,1068,6445
11097,76,69,7002
11098,3143,3144,6296
11099,1007,1018,3452
11100,3609,3603,6094
11101,364,408,2242
11102,1070,3586,3592
11103,5264,3138,6297
11104,1846,171,1862
11105,1084,5913,5921
11106,1084,5921,6454
11107,2622,4272,7049
11108,5913,1084,5915
11109,2607,2990,5294
11110,1223,1216,1265
11111,2208,6923,7012
11112,5704,3958,6533
11113,1105,4521,5535
11114,1105,5535,6457
11115,1526,5963,7736
11116,2837,713,4298
11117,1995,1994,4808
11118,6461,1130,6842
11119,4528,1124,5920
11120,3298,3282,4405
11121,4405,3282,5330
11122,5938,3721,6623
11123,2227,385,2228
11124,5560,3729,6460
11125,225,4182,4807
11126,873,4383,5263
11127,267,1997,2047
11128,326,2014,2057
11129,2057,2014,4817
11130,5317,5316,6787
11131,4920,2309,4923
11132,5931,5576,6473
11133,2710,2723,7908
11134,5639,1188,7047
11135,3126,5267,6299
11136,5048,4275,6180
11137,2292,2291,4923
11138,4031,1272,4095
11139,3573,6443,6832
11140,35,41,4637
11141,4891,7012,7059
11142,2113,301,4853
11143,2141,3897,4037
11144,709,2774,5121
11145,4189,2013,4816
11146,559,2530,4082
11147,1257,901,1502
11148,4306,2848,5119
11149,4227,4898,5799
11150,2521,560,5008
11151,2416,2436,4247
11152,3287,3256,3300
11153,1152,1159,5587
11154,3821,3822,6493
11155,3822,5624,6493
11156,5599,4570,6066
11157,4766,4770,6033
11158,3178,3158,6307
11159,3317,4414,5874
11160,1938,5061,6187
11161,672,2763,5103
11162,1132,4562,6068
11163,1132,6068,6486
11164,5266,850,6298
11165,1435,1212,5735
11166,459,2379,2380
11167,1932,188,6656
11168,406,2295,2296
11169,194,223,6046
11170,6047,1932,6656
11171,5644,3826,6040
11172,5602,6488,6489
11173,6487,5599,6663
11174,3801,6069,6663
11175,1773,1782,4149
11176,437,2267,4928
11177,360,2164,2187
11178,1928,2010,2022
11179,1141,4573,5607
11180,1141,5607,6492
11181,1512,5961,5962
11182,1258,20,1467
11183,5360,4199,5792
11184,1864,1812,7879
11185,4035,1152,5609
11186,5609,1152,6494
11187,4109,1267,6366
11188,474,432,4963
11189,2163,2167,4210
11190,6260,5199,6600
11191,1444,16,1467
11192,4400,3219,6783
11193,1399,2297,6293
11194,5932,3752,6475
11195,6302,870,6317
11196,6317,870,6500
11197,870,6302,6303
11198,3888,1188,6503
11199,3853,3888,6503
11200,5635,3853,6503
11201,3495,6102,6385
11202,5685,1204,5686
11203,5686,1204,6522
11204,1259,3888,5671
11205,3888,3853,5671
11206,111,1683,1709
11207,3888,1259,5636
11208,1354,475,2457
11209,3889,1197,5636
11210,5636,1197,6504
11211,4544,1131,6468
11212,1177,3878,3886
11213,1135,4540,5555
11214,79,1426,1480
11215,4852,296,4864
11216,269,1338,4006
11217,2465,2467,4251
11218,1605,51,1641
11219,3907,204,4792
11220,5341,3308,6345
11221,1832,197,1869
11222,3734,1130,4539
11223,1513,1515,6999
11224,2088,4843,4852
11225,5901,5480,6615
11226,4016,4019,4604
11227,912,4392,5307
11228,3619,1079,5514
11229,5177,4329,6775
11230,4613,2530,5958
11231,2487,3334,4082
11232,3620,3619,5514
11233,559,1290,1473
11234,627,2664,5080
11235,6544,3960,6550
11236,1166,5949,6517
11237,349,7057,7078
11238,1234,4048,5749
11239,5638,3851,6505
11240,6079,6670,6912
11241,2152,2140,6671
11242,690,2749,2781
11243,3236,901,4065
11244,349,311,7057
11245,5062,2647,6184
11246,3841,6501,6521
11247,1193,1200,5662
11248,1200,1193,6522
11249,3426,5885,6610
11250,278,2016,2066
11251,355,2288,6685
11252,5112,644,6195
11253,3077,5229,5241
11254,2548,526,5011
11255,924,3261,3308
11256,77,1725,4689
11257,5682,1218,5687
11258,1218,5682,6528
11259,2900,4319,6234
11260,2774,2794,6211
11261,6885,587,6996
11262,648,2764,5093
11263,1021,3476,3477
11264,873,3181,4383
11265,3122,3123,4370
11266,518,4325,4326
11267,1619,1620,5998
11268,5679,1215,6526
11269,6526,1215,6537
11270,1757,1771,4720
11271,1110,3676,3713
11272,5926,1099,6444
11273,3333,3755,5352
11274,2428,2422,4967
11275,6211,2794,6212
11276,6075,275,6667
11277,3971,1435,4224
11278,4536,3747,5566
11279,641,2755,5118
11280,5799,341,6580
11281,4169,1455,5658
11282,5730,1236,6540
11283,6540,1236,6545
11284,1243,1236,4062
11285,6549,1194,6869
11286,1194,6549,6875
11287,1673,60,1688
11288,485,463,2412
11289,4008,3970,6548
11290,327,2151,2317
11291,4007,1240,4085
11292,1240,4007,6548
11293,4913,1240,5721
11294,5721,1240,6548
11295,1379,1112,5926
11296,3434,3433,5396
11297,5197,4339,6595
11298,3608,1074,3642
11299,3704,4530,5551
11300,3027,4348,5839
11301,4042,4057,6564
11302,5748,4042,6564
11303,3047,5225,6274
11304,1983,240,4801
11305,1242,5746,6566
11306,6551,1227,6554
11307,6554,1227,6555
11308,2430,521,4242
11309,1036,1029,3526
11310,3526,1029,5442
11311,1237,1241,4614
11312,4614,1241,5738
11313,1241,1222,6877
11314,3756,4547,5933
11315,1227,4027,5744
11316,4027,1227,6562
11317,4027,4026,6565
11318,5743,5748,6565
11319,4026,5743,6565
11320,1231,5748,6564
11321,5748,1231,6565
11322,5751,1231,6564
11323,4057,5751,6564
11324,4057,4063,5751
11325,5751,4063,5753
11326,2721,1254,3386
11327,1506,1504,4075
11328,454,2367,2384
11329,1572,4648,5826
11330,5215,6265,6756
11331,1353,4960,6130
11332,2356,473,4942
11333,1835,1805,6014
11334,515,2468,2482
11335,3148,3132,6772
11336,2103,312,4875
11337,6323,3232,6788
11338,14,1433,4116
11339,5771,195,6567
11340,6567,195,6573
11341,195,1316,1329
11342,195,1329,1796
11343,195,1796,6573
11344,1707,139,1755
11345,2252,2214,4903
11346,3739,1137,5564
11347,4775,5784,6579
11348,5784,6543,6579
11349,1880,4775,6579
11350,5711,1880,6579
11351,6543,5711,6579
11352,737,2869,5171
11353,3461,1264,4859
11354,607,620,6582
11355,6999,1515,7051
11356,4284,624,5811
11357,5811,624,6581
11358,6581,624,6582
11359,1367,5811,6581
11360,620,1367,6581
11361,620,6581,6582
11362,2474,3982,4990
11363,2987,5172,6243
11364,5172,4323,5826
11365,92,1644,1699
11366,1076,3619,3620
11367,658,6219,6589
11368,3154,3176,3177
11369,1157,5941,5945
11370,37,4634,5829
11371,37,5829,6593
11372,37,4120,4634
11373,4634,1547,5829
11374,5829,1547,6593
11375,4120,2968,4634
11376,2968,4333,4634
11377,961,4410,5874
11378,3010,3007,5209
11379,5588,3749,6481
11380,549,2515,5002
11381,5835,806,6259
11382,6259,806,6596
11383,5110,706,5117
11384,1163,3869,4586
11385,28,45,1590
11386,4348,802,5839
11387,5581,5588,6481
11388,3529,5895,6612
11389,6764,890,6782
11390,430,2324,4228
11391,3152,3115,4373
11392,5712,4005,5736
11393,208,1819,1820
11394,2345,2330,2346
11395,4389,903,5863
11396,903,5862,5863
11397,5862,903,6604
11398,7622,874,7625
11399,5322,919,7774
11400,981,3411,3433
11401,1340,3625,4009
11402,646,2841,7027
11403,2160,368,2190
11404,6680,2186,6921
11405,1118,3665,3701
11406,2742,668,5106
11407,398,431,1336
11408,3695,1097,3699
11409,5392,988,5886
11410,5487,5485,6824
11411,5485,5907,6824
11412,4881,2225,6095
11413,2167,363,2200
11414,4017,4016,5740
11415,1271,3093,5247
11416,2344,2302,2345
11417,3331,4421,5879
11418,5728,6554,6555
11419,2118,2138,4857
11420,1145,3766,5565
11421,2979,4353,5845
11422,6926,2396,7014
11423,3488,5436,5437
11424,1993,2005,2006
11425,1558,4654,5978
11426,3020,4340,6600
11427,5015,2543,6161
11428,2876,809,5175
11429,1156,3781,3805
11430,326,2057,2122
11431,2186,2173,6921
11432,1837,1831,4744
11433,165,1836,4746
11434,2534,604,6160
11435,1962,1925,4795
11436,350,2121,4875
11437,1135,3758,3773
11438,1135,3773,6621
11439,3327,3323,5347
11440,3323,932,6331
11441,4702,1726,7701
11442,3215,3220,4391
11443,729,2885,5154
11444,729,5154,6233
11445,2087,4842,4843
11446,2660,622,2671
11447,8,5,1509
11448,1509,5,6629
11449,5,8,1525
11450,5969,4628,6898
11451,1515,4112,7075
11452,4112,1527,7075
11453,5967,1482,6632
11454,619,627,2702
11455,4561,3785,5595
11456,1531,5969,6898
11457,6633,1531,6898
11458,4628,4627,6898
11459,24,1556,4642
11460,7051,1515,7075
11461,6902,4127,7003
11462,272,2034,2037
11463,6238,816,6598
11464,117,1785,1786
11465,1715,4696,6006
11466,71,6902,7003
11467,1629,38,4687
11468,2258,2197,4908
11469,3955,1265,5700
11470,42,4666,5990
11471,42,5990,6637
11472,90,1716,1733
11473,115,1746,6904
11474,1746,1745,6904
11475,71,4681,5999
11476,71,5999,6640
11477,1693,128,7004
11478,54,4683,6002
11479,54,6002,6641
11480,4683,54,6001
11481,4683,1653,6002
11482,6002,1653,6641
11483,3632,1082,5515
11484,1717,1743,4697
11485,2205,4755,4889
11486,4709,115,6010
11487,6010,115,6645
11488,1742,115,4709
11489,4378,3165,5274
11490,1491,1412,7621
11491,144,6648,6906
11492,1853,1822,4161
11493,510,580,1311
11494,144,1759,1775
11495,383,4901,6681
11496,1737,1738,4145
11497,886,3181,3189
11498,6264,865,7944
11499,4166,1870,4779
11500,263,1959,1968
11501,4754,6028,6652
11502,4754,6011,6016
11503,6011,4754,6652
11504,4754,6016,6646
11505,3864,1171,6041
11506,1871,1388,4167
11507,4403,3298,5336
11508,2072,2073,6080
11509,5371,4433,6150
11510,1940,272,1999
11511,5634,5302,6500
11512,3183,3182,5287
11513,1961,230,2003
11514,987,998,3381
11515,810,778,3025
11516,721,2807,2826
11517,6891,1026,6997
11518,3512,3531,4459
11519,5885,6608,6610
11520,6580,341,6883
11521,4030,316,4822
11522,3790,5943,6478
11523,1485,2498,3849
11524,4981,6707,6934
11525,3904,3916,6871
11526,1350,373,7079
11527,7079,373,7092
11528,1454,1442,3887
11529,3466,3503,4457
11530,2311,3688,7011
11531,5270,5284,6301
11532,321,6099,6675
11533,321,6675,6677
11534,1426,1610,3914
11535,2508,2535,5806
11536,378,4893,6101
11537,378,6101,6678
11538,4672,4656,5982
11539,1275,1133,5579
11540,2541,558,5033
11541,2995,823,3031
11542,4583,6627,6894
11543,2197,367,4908
11544,3302,936,3303
11545,6112,429,6686
11546,6686,429,6924
11547,6110,381,6685
11548,3216,3225,6318
11549,696,5151,6217
11550,4667,65,4674
11551,4731,1802,6017
11552,3253,6327,6339
11553,6140,509,6698
11554,6698,509,7015
11555,256,1973,2012
11556,709,2768,2774
11557,3549,3564,5482
11558,3440,3446,5410
11559,1830,160,4743
11560,2798,2797,5122
11561,5642,3893,6507
11562,3657,1107,3665
11563,4968,472,6134
11564,6134,472,6690
11565,3861,3844,5631
11566,5643,3860,6508
11567,4585,1190,5642
11568,3902,1210,5673
11569,4979,468,6139
11570,6139,468,6697
11571,2370,2391,6697
11572,2391,6139,6697
11573,540,2501,6931
11574,1248,4092,5768
11575,4096,1248,5768
11576,567,6175,6179
11577,567,6179,6713
11578,378,2256,4893
11579,1955,1956,4179
11580,5544,3685,6846
11581,4404,3285,5331
11582,6367,969,6800
11583,355,4213,4215
11584,3747,3742,5565
11585,965,3418,3419
11586,3418,965,6700
11587,962,3360,4415
11588,6151,589,6703
11589,6703,589,6704
11590,4999,6151,6703
11591,537,589,6151
11592,2512,4999,6703
11593,2512,6703,6704
11594,949,6347,6792
11595,2511,5003,6706
11596,1041,6412,6818
11597,6153,534,6702
11598,6702,534,6706
11599,4999,534,6153
11600,2512,534,4999
11601,534,2512,6706
11602,4998,4999,6153
11603,3871,4998,6152
11604,4998,2505,4999
11605,3871,2505,4998
11606,5350,3319,6347
11607,5981,5714,6542
11608,3937,2111,4853
11609,1742,4709,6009
11610,1151,3765,3770
11611,1696,1694,4689
11612,4276,2627,7061
11613,5622,1179,6863
11614,1592,40,1604
11615,6157,481,6709
11616,6709,481,6936
11617,595,5001,6156
11618,595,6156,6708
11619,2847,672,2858
11620,1358,3974,3999
11621,2689,2753,4292
11622,2493,511,6696
11623,511,2493,6710
11624,5020,511,6168
11625,6168,511,6710
11626,1423,2002,5683
11627,2569,511,5020
11628,511,530,6696
11629,1893,1870,4165
11630,2078,4198,4844
11631,1683,1668,1709
11632,609,5059,6184
11633,609,6184,6717
11634,2656,5081,6185
11635,2656,6185,6718
11636,6105,2186,6680
11637,3678,4521,5539
11638,1809,1858,4154
11639,112,90,1733
11640,612,5064,6188
11641,6161,2570,6175
11642,2755,641,5088
11643,1309,4915,4938
11644,6727,6193,6728
11645,907,3212,6727
11646,646,6191,6723
11647,646,6723,6724
11648,4695,5066,6723
11649,6191,4695,6723
11650,2328,2331,4230
11651,2323,2357,4937
11652,1073,1044,5468
11653,740,749,2953
11654,3137,5260,5261
11655,2057,2121,2122
11656,1272,1343,6568
11657,147,1785,1798
11658,750,2910,5161
11659,4046,1283,4077
11660,2693,2658,5060
11661,1996,1997,4183
11662,3239,887,6312
11663,1098,1101,5505
11664,687,6201,6735
11665,2806,687,6735
11666,2789,5821,5822
11667,701,2777,6949
11668,2847,5131,7590
11669,2783,2847,7590
11670,439,421,2357
11671,869,894,6289
11672,5131,2833,6739
11673,682,5131,6739
11674,949,3304,6342
11675,4891,2206,7012
11676,927,7776,7777
11677,2348,525,2363
11678,5238,812,6231
11679,6231,812,6744
11680,798,812,5238
11681,5236,798,5238
11682,4952,2389,6123
11683,1689,111,4703
11684,3475,1030,3480
11685,5795,332,5796
11686,5161,781,6235
11687,6235,781,6746
11688,3672,1102,3673
11689,5830,781,6594
11690,781,5830,6746
11691,1155,3759,4566
11692,3496,1024,3498
11693,4486,3591,6821
11694,3861,4585,5642
11695,1973,256,1974
11696,4398,3238,5309
11697,2871,2868,5150
11698,6823,6979,6980
11699,232,1864,1884
11700,3387,3357,5365
11701,1760,153,4145
11702,3896,3893,5676
11703,6280,5841,6597
11704,6597,5841,6755
11705,1309,2332,6691
11706,1174,3833,6489
11707,1117,3689,3690
11708,3050,6283,6958
11709,608,6209,7809
11710,2129,5795,5796
11711,828,5848,6282
11712,2266,4907,4909
11713,2342,450,2394
11714,398,440,1436
11715,2326,480,2341
11716,6315,3226,7834
11717,2911,5182,6250
11718,3095,5249,6767
11719,2625,1424,5013
11720,5248,6766,6768
11721,3779,5585,5934
11722,847,6766,6767
11723,6766,847,6768
11724,6286,847,6767
11725,890,6287,6765
11726,6287,890,6770
11727,6287,4378,6765
11728,445,501,2402
11729,2970,2969,5189
11730,5651,1183,6499
11731,3790,5586,6483
11732,1014,1020,3507
11733,4356,3060,6270
11734,3299,1276,6333
11735,3518,5896,6613
11736,1123,1122,5548
11737,346,2153,2165
11738,6310,877,6778
11739,6778,877,6964
11740,560,2521,2580
11741,2045,262,3990
11742,684,636,2696
11743,2053,298,2921
11744,184,1801,4757
11745,209,1901,1920
11746,6309,887,6776
11747,6776,887,6777
11748,298,2000,2040
11749,1426,66,1610
11750,883,898,3207
11751,3497,3498,5443
11752,2876,2931,4328
11753,3817,3839,4576
11754,3420,5412,6372
11755,3233,3210,5306
11756,3505,1413,6814
11757,5369,6150,6353
11758,5449,1009,6384
11759,3730,1142,4527
11760,1129,1125,4529
11761,926,3299,6333
11762,2864,754,2909
11763,3820,5948,6496
11764,4365,3063,5233
11765,1114,3739,5563
11766,5435,1019,6394
11767,1443,1004,3472
11768,2643,628,2644
11769,3237,3238,4393
11770,2740,2790,6200
11771,4723,164,4749
11772,4898,2202,6105
11773,5681,1442,6658
11774,1011,1013,3441
11775,1163,1174,6487
11776,1668,1667,4135
11777,2101,2100,6673
11778,164,1710,1757
11779,2231,2203,2239
11780,473,2390,4942
11781,4018,1838,4749
11782,3060,6263,7892
11783,1461,1469,1557
11784,718,4316,5141
11785,3415,3420,6372
11786,2473,2459,4989
11787,854,835,3133
11788,227,4174,4181
11789,2312,1383,3945
11790,3687,3650,5545
11791,305,2110,4869
11792,1827,1858,6651
11793,3283,5333,6193
11794,131,130,1776
11795,3114,854,5259
11796,291,4840,6077
11797,3679,4517,5919
11798,370,2203,2231
11799,4517,3673,5919
11800,2203,374,2239
11801,400,4931,6678
11802,3441,4444,5410
11803,3742,3747,5568
11804,2183,370,2231
11805,2417,2066,4194
11806,2303,4929,4941
11807,2978,5168,6238
11808,253,1946,1981
11809,6362,4430,6797
11810,2520,2571,6176
11811,1029,6397,6398
11812,6397,1029,6811
11813,2308,2307,4930
11814,3311,3317,5874
11815,4523,3681,6446
11816,5895,1032,6612
11817,923,3300,6605
11818,899,4388,6889
11819,1369,1408,3966
11820,1981,233,2006
11821,6400,1016,6813
11822,6813,1016,6814
11823,2979,5195,6598
11824,5478,5477,6979
11825,5168,5159,6238
11826,2899,4320,5159
11827,604,632,1361
11828,2777,701,2778
11829,1472,1399,6293
11830,5215,6756,6954
11831,3146,3157,4372
11832,6425,6428,6827
11833,3068,850,3122
11834,1509,1507,4110
11835,3617,5513,5900
11836,1745,174,1754
11837,3171,4378,5281
11838,1063,1045,6611
11839,1063,6611,6821
11840,3107,873,3131
11841,6421,1069,6423
11842,1069,6421,6823
11843,6820,6423,6825
11844,3327,5347,6332
11845,4019,3961,4604
11846,1956,1984,4180
11847,2452,503,2460
11848,1067,6439,6829
11849,6439,1067,6831
11850,1984,1956,4803
11851,1198,3923,5698
11852,1594,51,1605
11853,3792,4563,5937
11854,2462,3029,4983
11855,1847,1848,4753
11856,2636,2635,4274
11857,1227,6551,6562
11858,3913,1456,6868
11859,3487,3482,3511
11860,6457,1102,6838
11861,6838,1102,6839
11862,1532,19,6895
11863,2968,1545,4333
11864,1911,1871,4769
11865,3524,4463,5453
11866,704,5823,6591
11867,1708,1722,4139
11868,5936,4556,6480
11869,329,314,2065
11870,4556,5936,6477
11871,2086,6920,6921
11872,3060,3059,5847
11873,684,2720,4286
11874,6469,1115,6845
11875,1115,6469,6846
11876,4700,1737,4707
11877,704,4308,5823
11878,1147,1151,3770
11879,1362,1047,3528
11880,3351,3360,5366
11881,4585,5631,6042
11882,2191,380,7055
11883,3543,5465,5468
11884,3572,1060,6892
11885,2801,701,2878
11886,1272,1070,3592
11887,5267,5273,7037
11888,725,4321,6732
11889,4497,3614,5516
11890,4181,1943,5789
11891,2068,2103,6660
11892,358,6679,6919
11893,699,702,2759
11894,3181,3183,4383
11895,5008,560,5009
11896,532,547,2513
11897,491,4981,6934
11898,1745,1693,7004
11899,335,265,2095
11900,2530,559,2531
11901,242,294,6060
11902,2624,2623,5045
11903,4422,5369,6353
11904,605,586,2586
11905,3791,4564,5592
11906,2434,2346,4961
11907,83,1661,1678
11908,704,686,2779
11909,3261,924,4394
11910,1038,4469,5455
11911,3509,3489,5452
11912,4319,2899,6234
11913,3318,3349,4412
11914,2452,2460,4980
11915,2710,1330,7234
11916,3070,1557,3868
11917,464,5680,6527
11918,464,6527,6866
11919,786,2989,4343
11920,3684,5544,6846
11921,6519,6863,6989
11922,2134,422,2274
11923,2350,2381,2386
11924,4592,1206,5698
11925,1624,1606,4669
11926,1739,1302,4087
11927,2715,5076,6726
11928,1562,42,6593
11929,1773,4149,4722
11930,2158,354,2216
11931,2413,4245,4961
11932,3323,3327,5349
11933,4003,5736,6556
11934,5069,607,7072
11935,1406,5319,6333
11936,2104,2105,4849
11937,3374,3373,5380
11938,6640,67,6902
11939,295,4030,4824
11940,1208,3859,3976
11941,3859,1208,6874
11942,2411,499,6936
11943,415,2258,4902
11944,2420,542,2454
11945,5628,5632,6043
11946,2477,533,2478
11947,3312,961,3338
11948,3102,3036,5218
11949,3359,3328,4417
11950,1337,1092,3628
11951,2980,2981,4337
11952,3443,1002,6803
11953,5447,5446,6976
11954,672,2783,5100
11955,2332,1309,4938
11956,4105,1574,4615
11957,1937,242,1945
11958,2102,259,3957
11959,467,465,1317
11960,1051,3501,3516
11961,2225,2254,4218
11962,580,2608,4264
11963,1102,3672,5536
11964,1220,4013,4014
11965,2649,585,5041
11966,7013,6118,7060
11967,746,772,790
11968,6173,502,6177
11969,4626,15,6998
11970,1047,3536,5460
11971,2034,301,2037
11972,1470,1475,6517
11973,314,329,357
11974,5892,4466,6100
11975,4442,1010,5406
11976,3094,3063,4365
11977,2496,2513,6155
11978,1101,1112,5498
11979,3158,3118,6301
11980,5663,6506,7047
11981,5574,1144,6084
11982,1476,1526,7736
11983,3914,1610,5991
11984,801,1403,2994
11985,5730,6540,6556
11986,3747,3746,5566
11987,3830,3832,5620
11988,1482,9,1519
11989,36,9,1482
11990,9,36,6899
11991,76,5995,6639
11992,76,6639,6901
11993,4235,2385,4239
11994,128,6645,6904
11995,128,6904,7004
11996,6904,1745,7004
11997,276,2103,2121
11998,1282,1825,4075
11999,1308,2201,7079
12000,2201,4024,7079
12001,4789,1950,7006
12002,6048,4789,7006
12003,7001,34,7052
12004,5899,1022,6396
12005,5291,880,5860
12006,6019,137,6648
12007,6648,137,6906
12008,144,110,1759
12009,110,144,6906
12010,3817,1190,3839
12011,3839,1190,6907
12012,5928,4540,6621
12013,554,4258,5018
12014,1640,1605,1641
12015,2456,508,4995
12016,1535,4639,5959
12017,294,4185,4819
12018,3912,3859,6874
12019,1814,1867,4736
12020,6546,1208,6865
12021,5521,1070,5755
12022,935,3340,3350
12023,1205,3912,6874
12024,5923,1172,6484
12025,972,3377,3444
12026,3807,5602,5917
12027,3090,836,3140
12028,4024,4888,7010
12029,1212,1435,3933
12030,5185,802,5984
12031,403,2271,2315
12032,3137,3190,5291
12033,306,2173,4860
12034,2173,306,6921
12035,258,2008,2013
12036,2447,527,2457
12037,6108,424,6682
12038,6682,424,6922
12039,662,2754,7810
12040,3555,1066,4031
12041,6146,6143,6700
12042,2743,707,5096
12043,1734,131,1743
12044,1620,81,1652
12045,4141,2680,5075
12046,6126,451,7014
12047,3254,5317,6326
12048,2697,669,2715
12049,3458,3414,6810
12050,3676,3661,5530
12051,4712,126,6009
12052,6567,6573,7054
12053,1214,4014,6558
12054,5717,6540,6545
12055,474,4247,4249
12056,1394,455,2365
12057,556,6930,7017
12058,1295,926,3263
12059,474,2452,6698
12060,474,6698,6929
12061,2452,474,4249
12062,2452,6140,6698
12063,3393,5368,6350
12064,1066,1055,1492
12065,2511,6704,6932
12066,571,2511,6932
12067,6704,589,6932
12068,589,537,4260
12069,537,1252,2517
12070,2517,1252,3951
12071,1252,537,6154
12072,537,6151,6154
12073,6152,512,6705
12074,6705,512,6933
12075,492,2338,2359
12076,4827,2072,4848
12077,62,1607,1624
12078,2463,483,4246
12079,5038,2612,5041
12080,2516,5006,5030
12081,1481,1261,3019
12082,6721,6938,6939
12083,6938,578,6939
12084,590,7083,7093
12085,590,7093,7096
12086,5064,578,6188
12087,5454,7044,7071
12088,3144,3180,4381
12089,6187,600,6719
12090,6719,600,6941
12091,4127,67,4669
12092,5718,3954,6546
12093,2365,417,3962
12094,905,3247,5866
12095,3722,6465,6843
12096,7071,1031,7088
12097,7088,1031,7098
12098,6946,640,7030
12099,851,3058,6601
12100,2787,2802,2803
12101,1908,1970,6052
12102,689,6208,6738
12103,689,6738,6948
12104,4220,4227,5799
12105,824,5239,7035
12106,701,700,719
12107,700,701,6949
12108,4145,153,4707
12109,5049,586,5071
12110,2657,619,2702
12111,2764,2748,2786
12112,538,532,2496
12113,3049,3088,4351
12114,1747,116,4711
12115,486,4250,4988
12116,5450,4458,6815
12117,956,3328,3359
12118,2725,649,6195
12119,833,822,6958
12120,267,2021,4807
12121,3739,1114,4535
12122,936,941,3292
12123,1276,952,5352
12124,5242,6763,6958
12125,6283,5242,6958
12126,3032,828,6282
12127,6762,833,6763
12128,6763,833,6958
12129,1185,3838,3847
12130,1801,184,1811
12131,595,2534,5001
12132,1147,3772,4561
12133,3385,4430,5382
12134,1953,1934,4175
12135,4339,5173,6595
12136,5262,3138,5264
12137,2040,2000,4811
12138,6313,876,6780
12139,6780,876,6965
12140,871,3152,5269
12141,3152,871,6965
12142,5298,6313,6780
12143,5298,6780,6965
12144,3908,6526,6537
12145,3851,5946,6505
12146,2292,2326,2327
12147,884,3188,6324
12148,3188,884,6969
12149,4535,1114,6893
12150,3224,895,6788
12151,5328,5335,6341
12152,5343,5335,6346
12153,5335,5343,6341
12154,331,330,2136
12155,1587,33,4655
12156,2583,565,5046
12157,629,693,2669
12158,6402,1057,6616
12159,328,343,6914
12160,5598,4562,5943
12161,1142,3969,5584
12162,6411,1034,6817
12163,6817,1034,6977
12164,4000,2243,4901
